公司,293,0.03588926996570309,n
风险,180,0.022048015678588925,n
本行,113,0.01384125428711416,r
产品,101,0.012371386575208232,n
影响,89,0.010901518863302304,vn
年,75,0.009186673199412052,m
主要,69,0.008451739343459089,b
经营,65,0.007961783439490446,vn
万元,65,0.007961783439490446,m
投资,59,0.007226849583537482,vn
可能,57,0.00698187163155316,v
市场,57,0.00698187163155316,n
贷款,57,0.00698187163155316,n
不能,51,0.006246937775600196,v
技术,47,0.005756981871631553,n
业务,47,0.005756981871631553,n
导致,46,0.005634492895639392,v
客户,45,0.005512003919647231,n
利率,45,0.005512003919647231,n
项目,42,0.00514453699167075,n
未来,41,0.005022048015678589,t
生产,41,0.005022048015678589,vn
行业,38,0.0046545810877021065,n
占,38,0.0046545810877021065,v
增加,36,0.004409603135717786,v
银行,36,0.004409603135717786,n
资金,35,0.004287114159725625,n
变化,34,0.004164625183733464,vn
控制,34,0.004164625183733464,v
不利,34,0.004164625183733464,a
会,34,0.004164625183733464,v
下降,34,0.004164625183733464,v
产生,33,0.004042136207741303,n
发展,33,0.004042136207741303,vn
发生,30,0.0036746692797648213,v
余额,30,0.0036746692797648213,n
业绩,29,0.0035521803037726605,n
一定,29,0.0035521803037726605,d
因素,27,0.003307202351788339,n
波动,27,0.003307202351788339,vn
材料,27,0.003307202351788339,n
存在,26,0.0031847133757961785,v
报告,26,0.0031847133757961785,n
期内,26,0.0031847133757961785,f
资产,26,0.0031847133757961785,n
企业,25,0.0030622243998040177,n
研发,25,0.0030622243998040177,j
出现,25,0.0030622243998040177,v
收入,25,0.0030622243998040177,v
政策,25,0.0030622243998040177,n
中,25,0.0030622243998040177,f
募集,25,0.0030622243998040177,v
规模,24,0.002939735423811857,n
造成,23,0.002817246447819696,v
能力,22,0.0026947574718275357,n
经济,21,0.002572268495835375,n
监控,20,0.002449779519843214,vn
毛利率,20,0.002449779519843214,n
月,20,0.002449779519843214,m
变动,20,0.002449779519843214,vn
损失,20,0.002449779519843214,n
租赁,20,0.002449779519843214,v
血液,20,0.002449779519843214,n
时,19,0.0023272905438510533,ng
结构,19,0.0023272905438510533,n
销售,19,0.0023272905438510533,vn
应收,19,0.0023272905438510533,v
新,18,0.002204801567858893,a
持续,18,0.002204801567858893,vd
相关,18,0.002204801567858893,v
汇率,18,0.002204801567858893,n
账款,18,0.002204801567858893,n
亿元,18,0.002204801567858893,m
月末,18,0.002204801567858893,t
管理,18,0.002204801567858893,vn
灌流,18,0.002204801567858893,n
服务,17,0.002082312591866732,vn
情况,17,0.002082312591866732,n
进行,17,0.002082312591866732,v
增长,17,0.002082312591866732,v
年末,17,0.002082312591866732,t
财务状况,17,0.002082312591866732,n
收益,16,0.0019598236158745713,n
目前,16,0.0019598236158745713,t
带来,16,0.0019598236158745713,v
二,16,0.0019598236158745713,m
流动性,16,0.0019598236158745713,n
债券,16,0.0019598236158745713,n
发行,15,0.0018373346398824107,v
视频,15,0.0018373346398824107,n
不断,15,0.0018373346398824107,d
部分,15,0.0018373346398824107,n
本次,15,0.0018373346398824107,r
实施,15,0.0018373346398824107,v
信用,15,0.0018373346398824107,n
净资产,15,0.0018373346398824107,n
保证,15,0.0018373346398824107,v
同业,15,0.0018373346398824107,j
需要,14,0.0017148456638902498,v
较大,14,0.0017148456638902498,a
提高,14,0.0017148456638902498,v
市场竞争,14,0.0017148456638902498,l
无法,14,0.0017148456638902498,n
调整,14,0.0017148456638902498,vn
我国,14,0.0017148456638902498,r
出口,14,0.0017148456638902498,vn
重大,14,0.0017148456638902498,a
供应商,14,0.0017148456638902498,n
一致,14,0.0017148456638902498,d
发行人,13,0.0015923566878980893,n
摄像机,13,0.0015923566878980893,n
高,13,0.0015923566878980893,a
上述,13,0.0015923566878980893,b
需求,13,0.0015923566878980893,v
及时,13,0.0015923566878980893,c
报告期,13,0.0015923566878980893,n
比例,13,0.0015923566878980893,n
竞争,13,0.0015923566878980893,vn
主营业务,13,0.0015923566878980893,n
均,13,0.0015923566878980893,d
质量,13,0.0015923566878980893,n
面临,13,0.0015923566878980893,v
金额,13,0.0015923566878980893,n
硬盘,12,0.0014698677119059284,n
包括,12,0.0014698677119059284,v
产能,12,0.0014698677119059284,v
利润,12,0.0014698677119059284,n
幅度,12,0.0014698677119059284,n
水平,12,0.0014698677119059284,n
扩大,12,0.0014698677119059284,v
人民币,12,0.0014698677119059284,n
状况,12,0.0014698677119059284,n
减少,12,0.0014698677119059284,v
现有,12,0.0014698677119059284,b
实际,12,0.0014698677119059284,n
总额,12,0.0014698677119059284,n
存款,12,0.0014698677119059284,n
负债,12,0.0014698677119059284,n
器,12,0.0014698677119059284,n
提供,11,0.0013473787359137678,v
更,11,0.0013473787359137678,d
下滑,11,0.0013473787359137678,v
盈利,11,0.0013473787359137678,n
价格,11,0.0013473787359137678,n
成本,11,0.0013473787359137678,n
地区,11,0.0013473787359137678,n
市场需求,11,0.0013473787359137678,n
建设项目,11,0.0013473787359137678,n
规定,11,0.0013473787359137678,n
房产,11,0.0013473787359137678,j
投资者,10,0.001224889759921607,n
程度,10,0.001224889759921607,n
高清,10,0.001224889759921607,nr
营业,10,0.001224889759921607,n
大幅,10,0.001224889759921607,d
方面,10,0.001224889759921607,n
环境,10,0.001224889759921607,n
使用,10,0.001224889759921607,v
厂房,10,0.001224889759921607,n
商业银行,10,0.001224889759921607,nt
指,10,0.001224889759921607,n
不良贷款,10,0.001224889759921607,n
信用证,10,0.001224889759921607,n
注册,10,0.001224889759921607,v
应,9,0.0011024007839294464,v
录像机,9,0.0011024007839294464,n
满足,9,0.0011024007839294464,v
有效,9,0.0011024007839294464,a
原因,9,0.0011024007839294464,n
相应,9,0.0011024007839294464,v
上升,9,0.0011024007839294464,v
趋势,9,0.0011024007839294464,n
较为,9,0.0011024007839294464,d
合作,9,0.0011024007839294464,vn
集中,9,0.0011024007839294464,v
国家,9,0.0011024007839294464,n
合计,9,0.0011024007839294464,vn
采购,9,0.0011024007839294464,v
需,9,0.0011024007839294464,v
收益率,9,0.0011024007839294464,n
交易,9,0.0011024007839294464,n
到期,9,0.0011024007839294464,d
期限,9,0.0011024007839294464,n
保函,9,0.0011024007839294464,n
存贷款,9,0.0011024007839294464,n
货币政策,9,0.0011024007839294464,n
各项,8,0.0009799118079372856,r
